"player_name","season","draft_year","status"
Quincy Miller,"2014-15","2012",Veteran
Paul Pierce,"2014-15","1998",Veteran
Patrick Beverley,"2014-15","2009",Veteran
O.J. Mayo,"2014-15","2008",Veteran
PJ Tucker,"2014-15","2006",Veteran
Otto Porter Jr.,"2014-15","2013",Veteran
Omri Casspi,"2014-15","2009",Veteran
Omer Asik,"2014-15","2008",Veteran
Ognjen Kuzmic,"2014-15","2012",Veteran
Quincy Pondexter,"2014-15","2010",Veteran
Norris Cole,"2014-15","2011",Veteran
Nikola Vucevic,"2014-15","2011",Veteran
Nikola Pekovic,"2014-15","2008",Veteran
Nikola Mirotic,"2014-15","2011",Veteran
Rajon Rondo,"2014-15","2006",Veteran
Richard Jefferson,"2014-15","2001",Veteran
Randy Foye,"2014-15","2006",Veteran
Samuel Dalembert,"2014-15","2001",Veteran
Ryan Kelly,"2014-15","2013",Veteran
Ryan Hollins,"2014-15","2006",Veteran
Ryan Anderson,"2014-15","2008",Veteran
Russell Westbrook,"2014-15","2008",Veteran
Rudy Gobert,"2014-15","2013",Veteran
Rudy Gay,"2014-15","2006",Veteran
Roy Hibbert,"2014-15","2008",Veteran
Ronny Turiaf,"2014-15","2005",Veteran
Rodney Stuckey,"2014-15","2007",Veteran
Robin Lopez,"2014-15","2008",Veteran
Robert Sacre,"2014-15","2012",Veteran
Robbie Hummel,"2014-15","2012",Veteran
Ricky Rubio,"2014-15","2009",Veteran
Ricky Ledo,"2014-15","2013",Veteran
Reggie Jackson,"2014-15","2011",Veteran
Reggie Bullock,"2014-15","2013",Veteran
Raymond Felton,"2014-15","2005",Veteran
Ray McCallum,"2014-15","2013",Veteran
Rasual Butler,"2014-15","2002",Veteran
Ramon Sessions,"2014-15","2007",Veteran
Nicolas Batum,"2014-15","2008",Veteran
Monta Ellis,"2014-15","2005",Veteran
Mario Chalmers,"2014-15","2008",Veteran
Marcus Thornton,"2014-15","2009",Veteran
Marcus Morris,"2014-15","2011",Veteran
Marco Belinelli,"2014-15","2007",Veteran
Marcin Gortat,"2014-15","2005",Veteran
Marc Gasol,"2014-15","2007",Veteran
Manu Ginobili,"2014-15","1999",Veteran
Malcolm Lee,"2014-15","2011",Veteran
Luol Deng,"2014-15","2004",Veteran
Luke Ridnour,"2014-15","2003",Veteran
Luke Babbitt,"2014-15","2010",Veteran
Luis Scola,"2014-15","2002",Veteran
Lucas Nogueira,"2014-15","2013",Veteran
Luc Mbah a Moute,"2014-15","2008",Veteran
Lou Williams,"2014-15","2005",Veteran
Lorenzo Brown,"2014-15","2013",Veteran
Lester Hudson,"2014-15","2009",Veteran
Leandro Barbosa,"2014-15","2003",Veteran
LeBron James,"2014-15","2003",Veteran
Lavoy Allen,"2014-15","2011",Veteran
Larry Sanders,"2014-15","2010",Veteran
Markieff Morris,"2014-15","2011",Veteran
Nick Young,"2014-15","2007",Veteran
Marreese Speights,"2014-15","2008",Veteran
Marvin Williams,"2014-15","2005",Veteran
Nick Collison,"2014-15","2003",Veteran
Nick Calathes,"2014-15","2009",Veteran
Nerlens Noel,"2014-15","2013",Veteran
Nene,"2014-15","2002",Veteran
Nazr Mohammed,"2014-15","1998",Veteran
Nate Wolters,"2014-15","2013",Veteran
Nate Robinson,"2014-15","2005",Veteran
Mo Williams,"2014-15","2003",Veteran
Miles Plumlee,"2014-15","2012",Veteran
Mike Scott,"2014-15","2012",Veteran
Mike Muscala,"2014-15","2013",Veteran
Mike Miller,"2014-15","2000",Veteran
Mike Dunleavy,"2014-15","2002",Veteran
Mike Conley,"2014-15","2007",Veteran
Michael Kidd-Gilchrist,"2014-15","2012",Veteran
Michael Carter-Williams,"2014-15","2013",Veteran
Michael Beasley,"2014-15","2008",Veteran
Meyers Leonard,"2014-15","2012",Veteran
Maurice Harkless,"2014-15","2012",Veteran
Matt Bonner,"2014-15","2003",Veteran
Matt Barnes,"2014-15","2002",Veteran
Mason Plumlee,"2014-15","2013",Veteran
Martell Webster,"2014-15","2005",Veteran
Sebastian Telfair,"2014-15","2004",Veteran
Sergey Karasev,"2014-15","2013",Veteran
Arron Afflalo,"2014-15","2007",Veteran
Austin Daye,"2014-15","2009",Veteran
Austin Rivers,"2014-15","2012",Veteran
Avery Bradley,"2014-15","2010",Veteran
Ben Gordon,"2014-15","2004",Veteran
Ben McLemore,"2014-15","2013",Veteran
Beno Udrih,"2014-15","2004",Veteran
Bernard James,"2014-15","2012",Veteran
Bismack Biyombo,"2014-15","2011",Veteran
Blake Griffin,"2014-15","2009",Veteran
Bojan Bogdanovic,"2014-15","2011",Veteran
Boris Diaw,"2014-15","2003",Veteran
Bradley Beal,"2014-15","2012",Veteran
Brandan Wright,"2014-15","2007",Veteran
Brandon Bass,"2014-15","2005",Veteran
Tyreke Evans,"2014-15","2009",Veteran
Tyrus Thomas,"2014-15","2006",Veteran
Tyson Chandler,"2014-15","2001",Veteran
Andre Miller,"2014-15","1999",Veteran
Andre Iguodala,"2014-15","2004",Veteran
Andre Drummond,"2014-15","2012",Veteran
Anderson Varejao,"2014-15","2004",Veteran
Amir Johnson,"2014-15","2005",Veteran
Amar'e Stoudemire,"2014-15","2002",Veteran
Tobias Harris,"2014-15","2011",Veteran
Toney Douglas,"2014-15","2009",Veteran
Tony Allen,"2014-15","2004",Veteran
Tony Parker,"2014-15","2001",Veteran
Tony Snell,"2014-15","2013",Veteran
Tony Wroten,"2014-15","2012",Veteran
Trevor Ariza,"2014-15","2004",Veteran
Trevor Booker,"2014-15","2010",Veteran
Trey Burke,"2014-15","2013",Veteran
Tristan Thompson,"2014-15","2011",Veteran
Ty Lawson,"2014-15","2009",Veteran
Tyler Hansbrough,"2014-15","2009",Veteran
Tyler Zeller,"2014-15","2012",Veteran
Andre Roberson,"2014-15","2013",Veteran
Andrea Bargnani,"2014-15","2006",Veteran
Andrei Kirilenko,"2014-15","1999",Veteran
Andrew Bogut,"2014-15","2005",Veteran
Andrew Nicholson,"2014-15","2012",Veteran
Anthony Bennett,"2014-15","2013",Veteran
Anthony Davis,"2014-15","2012",Veteran
Archie Goodwin,"2014-15","2013",Veteran
Serge Ibaka,"2014-15","2008",Veteran
Allen Crabbe,"2014-15","2013",Veteran
Thaddeus Young,"2014-15","2007",Veteran
Thabo Sefolosha,"2014-15","2006",Veteran
Terrence Ross,"2014-15","2012",Veteran
Terrence Jones,"2014-15","2012",Veteran
Tayshaun Prince,"2014-15","2002",Veteran
Taj Gibson,"2014-15","2009",Veteran
Steven Adams,"2014-15","2013",Veteran
Steve Novak,"2014-15","2006",Veteran
Steve Blake,"2014-15","2003",Veteran
Stephen Curry,"2014-15","2009",Veteran
Spencer Hawes,"2014-15","2007",Veteran
Solomon Hill,"2014-15","2013",Veteran
Shelvin Mack,"2014-15","2011",Veteran
Shawne Williams,"2014-15","2006",Veteran
Shawn Marion,"2014-15","1999",Veteran
